"","Group","Date","Civil.Service.grad","gradeval","share","Gender","count","total","grp","gradescore","meangradescore","sorter","totalgroup","yvar"
"169","MoJ",2013,"AO/AA",1,0.69168506254599,"Total",47000,67950,"MoJ2013",0.69168506254599,0.301221486387049,0.301221486387049,FALSE,0.69168506254599
"170","MoJ",2013,"G6/G7",4,0.0309050772626932,"Total",2100,67950,"MoJ2013",0.123620309050773,0.301221486387049,0.301221486387049,FALSE,0.0309050772626932
"171","Whole Civil Service",2010,"AO/AA",1,-0.465970273754455,"Total",-245790,527480,"Whole Civil Service2010",0.465970273754455,0.37737165390157,0.37737165390157,TRUE,-0.465970273754455
"172","Whole Civil Service",2010,"G6/G7",4,-0.0694433912186244,"Total",-36630,527480,"Whole Civil Service2010",0.277773564874498,0.37737165390157,0.37737165390157,TRUE,-0.0694433912186244
"173","Whole Civil Service",2010,"EO",2,-0.254000151664518,"Total",-133980,527480,"Whole Civil Service2010",0.508000303329036,0.37737165390157,0.37737165390157,TRUE,-0.254000151664518
"174","Whole Civil Service",2010,"SEO/HEO",3,-0.195685144460453,"Total",-103220,527480,"Whole Civil Service2010",0.58705543338136,0.37737165390157,0.37737165390157,TRUE,-0.195685144460453
"175","Whole Civil Service",2010,"SCS",5,-0.00961173883369986,"Total",-5070,527480,"Whole Civil Service2010",0.0480586941684993,0.37737165390157,0.37737165390157,TRUE,-0.00961173883369986
"176","Whole Civil Service",2013,"SCS",5,0.00966936993137867,"Total",4340,448840,"Whole Civil Service2013",0.0483468496568933,0.388392300151502,0.388392300151502,TRUE,0.00966936993137867
"177","Whole Civil Service",2013,"AO/AA",1,0.440045450494608,"Total",197510,448840,"Whole Civil Service2013",0.440045450494608,0.388392300151502,0.388392300151502,TRUE,0.440045450494608
"178","Whole Civil Service",2013,"G6/G7",4,0.0780456287318421,"Total",35030,448840,"Whole Civil Service2013",0.312182514927368,0.388392300151502,0.388392300151502,TRUE,0.0780456287318421
"179","Whole Civil Service",2013,"SEO/HEO",3,0.207824614561982,"Total",93280,448840,"Whole Civil Service2013",0.623473843685946,0.388392300151502,0.388392300151502,TRUE,0.207824614561982
"180","Whole Civil Service",2013,"EO",2,0.258956420996346,"Total",116230,448840,"Whole Civil Service2013",0.517912841992692,0.388392300151502,0.388392300151502,TRUE,0.258956420996346
