"","Group","Date","Age.band","gradeval","Gender","count","total","share","sharebothgenders","gradescore","meangradescore","sorter","totalgroup","yvar"
"89","DfID",2013,"50-59",4,"Female",170,1810,-0.0939226519337017,0.220994475138122,0.883977900552486,0.465009208103131,0.465009208103131,FALSE,-0.0939226519337017
"90","DfID",2013,"65 +",6,"Male",0,1810,0,0.00552486187845304,0.0331491712707182,0.465009208103131,0.465009208103131,FALSE,0
"91","DfID",2013,"30-39",2,"Male",260,1810,0.143646408839779,0.337016574585635,0.674033149171271,0.465009208103131,0.465009208103131,FALSE,0.143646408839779
"92","DfID",2013,"50-59",4,"Male",230,1810,0.12707182320442,0.220994475138122,0.883977900552486,0.465009208103131,0.465009208103131,FALSE,0.12707182320442
"93","DfID",2013,"< 29",1,"Male",70,1810,0.0386740331491713,0.0828729281767956,0.0828729281767956,0.465009208103131,0.465009208103131,FALSE,0.0386740331491713
"94","DfID",2013,"60-64",5,"Female",20,1810,-0.0110497237569061,0.0276243093922652,0.138121546961326,0.465009208103131,0.465009208103131,FALSE,-0.0110497237569061
"95","DfID",2013,"65 +",6,"Female",10,1810,-0.00552486187845304,0.00552486187845304,0.0331491712707182,0.465009208103131,0.465009208103131,FALSE,-0.00552486187845304
"96","DfID",2013,"40-49",3,"Male",290,1810,0.160220994475138,0.325966850828729,0.977900552486188,0.465009208103131,0.465009208103131,FALSE,0.160220994475138
"97","DfT",2013,"< 29",1,"Male",110,1760,0.0625,0.119318181818182,0.119318181818182,0.475378787878788,0.475378787878788,FALSE,0.0625
"98","DfT",2013,"40-49",3,"Female",190,1760,-0.107954545454545,0.301136363636364,0.903409090909091,0.475378787878788,0.475378787878788,FALSE,-0.107954545454545
"99","DfT",2013,"50-59",4,"Female",130,1760,-0.0738636363636364,0.25,1,0.475378787878788,0.475378787878788,FALSE,-0.0738636363636364
"100","DfT",2013,"< 29",1,"Female",100,1760,-0.0568181818181818,0.119318181818182,0.119318181818182,0.475378787878788,0.475378787878788,FALSE,-0.0568181818181818
"101","DfT",2013,"60-64",5,"Male",60,1760,0.0340909090909091,0.0454545454545455,0.227272727272727,0.475378787878788,0.475378787878788,FALSE,0.0340909090909091
"102","DfT",2013,"30-39",2,"Female",210,1760,-0.119318181818182,0.267045454545455,0.534090909090909,0.475378787878788,0.475378787878788,FALSE,-0.119318181818182
"103","DfT",2013,"40-49",3,"Male",340,1760,0.193181818181818,0.301136363636364,0.903409090909091,0.475378787878788,0.475378787878788,FALSE,0.193181818181818
"104","DfT",2013,"50-59",4,"Male",310,1760,0.176136363636364,0.25,1,0.475378787878788,0.475378787878788,FALSE,0.176136363636364
"105","DfT",2013,"30-39",2,"Male",260,1760,0.147727272727273,0.267045454545455,0.534090909090909,0.475378787878788,0.475378787878788,FALSE,0.147727272727273
"106","DfT",2013,"65 +",6,"Female",0,1760,0,0.0113636363636364,0.0681818181818182,0.475378787878788,0.475378787878788,FALSE,0
"107","DfT",2013,"60-64",5,"Female",20,1760,-0.0113636363636364,0.0454545454545455,0.227272727272727,0.475378787878788,0.475378787878788,FALSE,-0.0113636363636364
"108","DfT",2013,"65 +",6,"Male",20,1760,0.0113636363636364,0.0113636363636364,0.0681818181818182,0.475378787878788,0.475378787878788,FALSE,0.0113636363636364
"109","DH",2013,"< 29",1,"Male",110,2280,0.0482456140350877,0.105263157894737,0.105263157894737,0.484649122807018,0.484649122807018,FALSE,0.0482456140350877
"110","DH",2013,"30-39",2,"Male",230,2280,0.100877192982456,0.267543859649123,0.535087719298246,0.484649122807018,0.484649122807018,FALSE,0.100877192982456
"111","DH",2013,"< 29",1,"Female",130,2280,-0.0570175438596491,0.105263157894737,0.105263157894737,0.484649122807018,0.484649122807018,FALSE,-0.0570175438596491
"112","DH",2013,"60-64",5,"Male",50,2280,0.0219298245614035,0.0394736842105263,0.197368421052632,0.484649122807018,0.484649122807018,FALSE,0.0219298245614035
"113","DH",2013,"40-49",3,"Female",420,2280,-0.184210526315789,0.315789473684211,0.947368421052632,0.484649122807018,0.484649122807018,FALSE,-0.184210526315789
"114","DH",2013,"50-59",4,"Female",320,2280,-0.140350877192982,0.267543859649123,1.07017543859649,0.484649122807018,0.484649122807018,FALSE,-0.140350877192982
