"","Group","Date","Civil.Service.grad","Gender","count","total","share","grp","sorter","gensort","totalgroup","yvar"
"151","DfE",2009,"All grades","Male",2070,5740,0.360627177700348,"DfEAll grades",0.592910848549946,0,FALSE,0.360627177700348
"153","DfE",2010,"SCS","Male",80,180,0.444444444444444,"DfESCS",0.592910848549946,0,FALSE,0.444444444444444
"155","DfE",2010,"All grades","Male",1870,5250,0.356190476190476,"DfEAll grades",0.592910848549946,0,FALSE,0.356190476190476
"157","DfE",2011,"SCS","Male",80,180,0.444444444444444,"DfESCS",0.592910848549946,0,FALSE,0.444444444444444
"160","DfE",2011,"All grades","Male",1850,4600,0.402173913043478,"DfEAll grades",0.592910848549946,0,FALSE,0.402173913043478
"161","DfE",2012,"SCS","Male",80,160,0.5,"DfESCS",0.592910848549946,0,FALSE,0.5
"163","DfE",2012,"All grades","Male",1830,4550,0.402197802197802,"DfEAll grades",0.592910848549946,0,FALSE,0.402197802197802
"166","DfE",2013,"SCS","Male",210,380,0.552631578947368,"DfESCS",0.592910848549946,0,FALSE,0.552631578947368
"168","DfE",2013,"All grades","Male",3790,9310,0.407089151450054,"DfEAll grades",0.592910848549946,0,FALSE,0.407089151450054
"169","DfID",2008,"SCS","Male",60,100,0.6,"DfIDSCS",0.513812154696133,0,FALSE,0.6
"171","DfID",2008,"All grades","Male",830,1670,0.497005988023952,"DfIDAll grades",0.513812154696133,0,FALSE,0.497005988023952
"173","DfID",2009,"SCS","Male",70,100,0.7,"DfIDSCS",0.513812154696133,0,FALSE,0.7
"175","DfID",2009,"All grades","Male",830,1660,0.5,"DfIDAll grades",0.513812154696133,0,FALSE,0.5
"177","DfID",2010,"SCS","Male",60,90,0.666666666666667,"DfIDSCS",0.513812154696133,0,FALSE,0.666666666666667
"179","DfID",2010,"All grades","Male",810,1630,0.496932515337423,"DfIDAll grades",0.513812154696133,0,FALSE,0.496932515337423
"181","DfID",2011,"SCS","Male",50,80,0.625,"DfIDSCS",0.513812154696133,0,FALSE,0.625
"184","DfID",2011,"All grades","Male",780,1610,0.484472049689441,"DfIDAll grades",0.513812154696133,0,FALSE,0.484472049689441
"185","DfID",2012,"SCS","Male",50,80,0.625,"DfIDSCS",0.513812154696133,0,FALSE,0.625
"187","DfID",2012,"All grades","Male",830,1710,0.485380116959064,"DfIDAll grades",0.513812154696133,0,FALSE,0.485380116959064
"190","DfID",2013,"SCS","Male",50,80,0.625,"DfIDSCS",0.513812154696133,0,FALSE,0.625
"192","DfID",2013,"All grades","Male",880,1810,0.486187845303867,"DfIDAll grades",0.513812154696133,0,FALSE,0.486187845303867
"193","DfT",2008,"SCS","Male",150,210,0.714285714285714,"DfTSCS",0.424496644295302,0,FALSE,0.714285714285714
"195","DfT",2008,"All grades","Male",11300,19440,0.581275720164609,"DfTAll grades",0.424496644295302,0,FALSE,0.581275720164609
"197","DfT",2009,"SCS","Male",140,190,0.736842105263158,"DfTSCS",0.424496644295302,0,FALSE,0.736842105263158
"199","DfT",2009,"All grades","Male",11410,19540,0.583930399181167,"DfTAll grades",0.424496644295302,0,FALSE,0.583930399181167
"201","DfT",2010,"SCS","Male",160,210,0.761904761904762,"DfTSCS",0.424496644295302,0,FALSE,0.761904761904762
"203","DfT",2010,"All grades","Male",11440,19610,0.583375828658848,"DfTAll grades",0.424496644295302,0,FALSE,0.583375828658848
"205","DfT",2011,"SCS","Male",140,180,0.777777777777778,"DfTSCS",0.424496644295302,0,FALSE,0.777777777777778
"208","DfT",2011,"All grades","Male",10870,18610,0.584094572810317,"DfTAll grades",0.424496644295302,0,FALSE,0.584094572810317
"209","DfT",2012,"SCS","Male",140,200,0.7,"DfTSCS",0.424496644295302,0,FALSE,0.7
"211","DfT",2012,"All grades","Male",10420,17930,0.581148912437256,"DfTAll grades",0.424496644295302,0,FALSE,0.581148912437256
