"","Dept","Managed","value","measure","Period","group","chart","sorter","totalgroup"
"274","BIS","Y",0,"Cumulative_Perc_net_change","2010Q3","BIS-Y",TRUE,-0.194639059609182,FALSE
"279","BIS","Y",-0.0957446808510638,"Cumulative_Perc_net_change","2011Q1","BIS-Y",TRUE,-0.194639059609182,FALSE
"280","BIS","Y",-0.226063829787234,"Cumulative_Perc_net_change","2011Q4","BIS-Y",TRUE,-0.194639059609182,FALSE
"284","BIS","Departmental Group",-0.190235506472172,"Cumulative_Perc_net_change","2013Q2","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"292","BIS","Y",-0.0904255319148937,"Cumulative_Perc_net_change","2010Q4","BIS-Y",TRUE,-0.194639059609182,FALSE
"294","BIS","Y",-0.199198461010743,"Cumulative_Perc_net_change","2014Q1","BIS-Y",TRUE,-0.194639059609182,FALSE
"296","BIS","Y",-0.185807130927311,"Cumulative_Perc_net_change","2012Q2","BIS-Y",TRUE,-0.194639059609182,FALSE
"298","BIS","Y",-0.180450598893938,"Cumulative_Perc_net_change","2013Q1","BIS-Y",TRUE,-0.194639059609182,FALSE
"299","BIS","N",-0.166386096645271,"Cumulative_Perc_net_change","2013Q4","BIS-N",TRUE,-0.194639059609182,FALSE
"300","BIS","N",-0.171278914860119,"Cumulative_Perc_net_change","2012Q3","BIS-N",TRUE,-0.194639059609182,FALSE
"308","BIS","Y",-0.191163662960684,"Cumulative_Perc_net_change","2012Q4","BIS-Y",TRUE,-0.194639059609182,FALSE
"309","BIS","Y",-0.234042553191489,"Cumulative_Perc_net_change","2011Q3","BIS-Y",TRUE,-0.194639059609182,FALSE
"317","BIS","Y",-0.156914893617021,"Cumulative_Perc_net_change","2011Q2","BIS-Y",TRUE,-0.194639059609182,FALSE
"319","BIS","N",-0.173725323967543,"Cumulative_Perc_net_change","2014Q1","BIS-N",TRUE,-0.194639059609182,FALSE
"322","BIS","Y",-0.196520194994057,"Cumulative_Perc_net_change","2013Q3","BIS-Y",TRUE,-0.194639059609182,FALSE
"326","BIS","N",-0.109316770186335,"Cumulative_Perc_net_change","2011Q2","BIS-N",TRUE,-0.194639059609182,FALSE
"328","BIS","Y",-0.196520194994057,"Cumulative_Perc_net_change","2013Q4","BIS-Y",TRUE,-0.194639059609182,FALSE
"329","BIS","Y",-0.19384192897737,"Cumulative_Perc_net_change","2012Q3","BIS-Y",TRUE,-0.194639059609182,FALSE
"330","BIS","Y",-0.196520194994057,"Cumulative_Perc_net_change","2013Q2","BIS-Y",TRUE,-0.194639059609182,FALSE
"332","BIS","Departmental Group",-0.183874818607603,"Cumulative_Perc_net_change","2013Q1","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"334","BIS","N",-0.176783335351823,"Cumulative_Perc_net_change","2013Q3","BIS-N",TRUE,-0.194639059609182,FALSE
"349","BIS","N",-0.166997698922127,"Cumulative_Perc_net_change","2013Q1","BIS-N",TRUE,-0.194639059609182,FALSE
"350","BIS","N",-0.141310403294175,"Cumulative_Perc_net_change","2011Q4","BIS-N",TRUE,-0.194639059609182,FALSE
"355","BIS","N",-0.171278914860119,"Cumulative_Perc_net_change","2013Q2","BIS-N",TRUE,-0.194639059609182,FALSE
"357","BIS","Departmental Group",-0.194639059609182,"Cumulative_Perc_net_change","2013Q3","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"358","BIS","Y",-0.207446808510638,"Cumulative_Perc_net_change","2012Q1","BIS-Y",TRUE,-0.194639059609182,FALSE
"359","BIS","N",-0.121739130434783,"Cumulative_Perc_net_change","2011Q3","BIS-N",TRUE,-0.194639059609182,FALSE
"360","BIS","N",-0.166386096645271,"Cumulative_Perc_net_change","2012Q4","BIS-N",TRUE,-0.194639059609182,FALSE
"365","BIS","Departmental Group",-0.186326523395369,"Cumulative_Perc_net_change","2012Q1","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"373","BIS","Departmental Group",-0.171665740033123,"Cumulative_Perc_net_change","2011Q4","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"374","BIS","N",-0.0459627329192547,"Cumulative_Perc_net_change","2011Q1","BIS-N",TRUE,-0.194639059609182,FALSE
"375","BIS","N",-0.165162892091559,"Cumulative_Perc_net_change","2012Q2","BIS-N",TRUE,-0.194639059609182,FALSE
"382","BIS","Departmental Group",-0.192681924881622,"Cumulative_Perc_net_change","2014Q1","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"383","BIS","N",-0.163939687537847,"Cumulative_Perc_net_change","2012Q1","BIS-N",TRUE,-0.194639059609182,FALSE
"389","BIS","Departmental Group",-0.186321237017053,"Cumulative_Perc_net_change","2013Q4","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"390","BIS","N",0,"Cumulative_Perc_net_change","2010Q3","BIS-N",TRUE,-0.194639059609182,FALSE
"413","BIS","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"431","BIS","Departmental Group",-0.189746222790282,"Cumulative_Perc_net_change","2012Q3","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"437","BIS","N",-0.0347826086956522,"Cumulative_Perc_net_change","2010Q4","BIS-N",TRUE,-0.194639059609182,FALSE
"438","BIS","Departmental Group",-0.183385534925713,"Cumulative_Perc_net_change","2012Q2","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"445","BIS","Departmental Group",-0.052497883149873,"Cumulative_Perc_net_change","2010Q4","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"451","BIS","Departmental Group",-0.185342669653273,"Cumulative_Perc_net_change","2012Q4","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"470","BIS","Departmental Group",-0.124470787468247,"Cumulative_Perc_net_change","2011Q2","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"510","BIS","Departmental Group",-0.0618120237087214,"Cumulative_Perc_net_change","2011Q1","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"513","BIS","Departmental Group",-0.157493649449619,"Cumulative_Perc_net_change","2011Q3","BIS-Departmental Group",TRUE,-0.194639059609182,FALSE
"542","CO","N",-0.0998043052837573,"Cumulative_Perc_net_change","2011Q2","CO-N",TRUE,-0.169570147228914,FALSE
"554","CO","Y",-0.0387031917567227,"Cumulative_Perc_net_change","2011Q4","CO-Y",TRUE,-0.169570147228914,FALSE
"556","CO","Y",-0.0374831718138218,"Cumulative_Perc_net_change","2012Q2","CO-Y",TRUE,-0.169570147228914,FALSE
"557","CO","N",-0.140722291407223,"Cumulative_Perc_net_change","2011Q3","CO-N",TRUE,-0.169570147228914,FALSE
"568","CO","Y",-0.0374831718138218,"Cumulative_Perc_net_change","2012Q4","CO-Y",TRUE,-0.169570147228914,FALSE
"570","CO","Y",0.0233073647031998,"Cumulative_Perc_net_change","2013Q3","CO-Y",TRUE,-0.169570147228914,FALSE
"571","CO","Y",0,"Cumulative_Perc_net_change","2010Q3","CO-Y",TRUE,-0.169570147228914,FALSE
"577","CO","N",-0.245316893254446,"Cumulative_Perc_net_change","2012Q3","CO-N",TRUE,-0.169570147228914,FALSE
"581","CO","Y",0.058768511004796,"Cumulative_Perc_net_change","2014Q1","CO-Y",TRUE,-0.169570147228914,FALSE
"583","CO","Departmental Group",-0.144345238095238,"Cumulative_Perc_net_change","2012Q1","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"600","CO","Y",-0.0526808059430772,"Cumulative_Perc_net_change","2012Q3","CO-Y",TRUE,-0.169570147228914,FALSE
"608","CO","Y",-0.0324172937707367,"Cumulative_Perc_net_change","2013Q1","CO-Y",TRUE,-0.169570147228914,FALSE
"615","CO","Y",-0.0332100671381895,"Cumulative_Perc_net_change","2012Q1","CO-Y",TRUE,-0.169570147228914,FALSE
"617","CO","Y",-0.0441963163752557,"Cumulative_Perc_net_change","2011Q3","CO-Y",TRUE,-0.169570147228914,FALSE
"626","CO","Y",0.0537026329617107,"Cumulative_Perc_net_change","2013Q4","CO-Y",TRUE,-0.169570147228914,FALSE
"632","CO","Y",0.00621118012422373,"Cumulative_Perc_net_change","2011Q1","CO-Y",TRUE,-0.169570147228914,FALSE
"635","CO","Departmental Group",-0.194512386623099,"Cumulative_Perc_net_change","2012Q3","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"636","CO","Departmental Group",-0.0877976190476191,"Cumulative_Perc_net_change","2011Q2","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"637","CO","Departmental Group",-0.0639880952380952,"Cumulative_Perc_net_change","2010Q4","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"641","CO","Y",0.00304385253085937,"Cumulative_Perc_net_change","2013Q2","CO-Y",TRUE,-0.169570147228914,FALSE
"642","CO","N",-0.249486413181217,"Cumulative_Perc_net_change","2012Q4","CO-N",TRUE,-0.169570147228914,FALSE
"643","CO","Departmental Group",-0.195979577175698,"Cumulative_Perc_net_change","2012Q2","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"648","CO","N",-0.239062613364289,"Cumulative_Perc_net_change","2013Q4","CO-N",TRUE,-0.169570147228914,FALSE
"649","CO","Departmental Group",-0.182774862202306,"Cumulative_Perc_net_change","2013Q2","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"657","CO","N",-0.253655933107988,"Cumulative_Perc_net_change","2012Q2","CO-N",TRUE,-0.169570147228914,FALSE
"658","CO","N",-0.0743639921722113,"Cumulative_Perc_net_change","2011Q1","CO-N",TRUE,-0.169570147228914,FALSE
"671","CO","N",-0.245316893254446,"Cumulative_Perc_net_change","2013Q1","CO-N",TRUE,-0.169570147228914,FALSE
"672","CO","N",-0.159135385162782,"Cumulative_Perc_net_change","2011Q4","CO-N",TRUE,-0.169570147228914,FALSE
"673","CO","N",0,"Cumulative_Perc_net_change","2010Q3","CO-N",TRUE,-0.169570147228914,FALSE
"674","CO","Departmental Group",-0.159299813360721,"Cumulative_Perc_net_change","2013Q4","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"680","CO","Y",-0.031055900621118,"Cumulative_Perc_net_change","2010Q4","CO-Y",TRUE,-0.169570147228914,FALSE
"681","CO","N",-0.218215013730434,"Cumulative_Perc_net_change","2014Q1","CO-N",TRUE,-0.169570147228914,FALSE
"684","CO","Departmental Group",-0.0550595238095238,"Cumulative_Perc_net_change","2011Q1","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"696","CO","N",-0.241147373327675,"Cumulative_Perc_net_change","2013Q3","CO-N",TRUE,-0.169570147228914,FALSE
"704","CO","N",-0.251571173144602,"Cumulative_Perc_net_change","2013Q2","CO-N",TRUE,-0.169570147228914,FALSE
"705","CO","Y",-0.0496894409937887,"Cumulative_Perc_net_change","2011Q2","CO-Y",TRUE,-0.169570147228914,FALSE
"708","CO","Departmental Group",-0.1930451960705,"Cumulative_Perc_net_change","2012Q4","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"709","CO","Departmental Group",-0.116071428571429,"Cumulative_Perc_net_change","2011Q3","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"722","CO","Departmental Group",-0.169570147228914,"Cumulative_Perc_net_change","2013Q3","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"737","CO","Departmental Group",-0.188643624412703,"Cumulative_Perc_net_change","2013Q1","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"738","CO","Departmental Group",-0.127976190476191,"Cumulative_Perc_net_change","2011Q4","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"745","CO","N",-0.183686176836862,"Cumulative_Perc_net_change","2012Q1","CO-N",TRUE,-0.169570147228914,FALSE
"746","CO","N",-0.0743639921722113,"Cumulative_Perc_net_change","2010Q4","CO-N",TRUE,-0.169570147228914,FALSE
"747","CO","Departmental Group",-0.143160717282131,"Cumulative_Perc_net_change","2014Q1","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"775","CO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","CO-Departmental Group",TRUE,-0.169570147228914,FALSE
"831","DCLG","N",-0.0909090909090908,"Cumulative_Perc_net_change","2012Q2","DCLG-N",TRUE,-0.256943269973161,FALSE
"845","DCLG","N",-0.112554112554113,"Cumulative_Perc_net_change","2012Q3","DCLG-N",TRUE,-0.256943269973161,FALSE
"851","DCLG","Y",-0.261904761904762,"Cumulative_Perc_net_change","2011Q4","DCLG-Y",TRUE,-0.256943269973161,FALSE
"854","DCLG","Y",0,"Cumulative_Perc_net_change","2010Q3","DCLG-Y",TRUE,-0.256943269973161,FALSE
"866","DCLG","N",-0.0861244019138756,"Cumulative_Perc_net_change","2011Q2","DCLG-N",TRUE,-0.256943269973161,FALSE
"875","DCLG","Y",-0.107142857142857,"Cumulative_Perc_net_change","2011Q1","DCLG-Y",TRUE,-0.256943269973161,FALSE
"876","DCLG","Y",-0.325396825396825,"Cumulative_Perc_net_change","2012Q2","DCLG-Y",TRUE,-0.256943269973161,FALSE
"878","DCLG","N",-0.0909090909090908,"Cumulative_Perc_net_change","2011Q4","DCLG-N",TRUE,-0.256943269973161,FALSE
"883","DCLG","Y",-0.0198412698412699,"Cumulative_Perc_net_change","2010Q4","DCLG-Y",TRUE,-0.256943269973161,FALSE
"888","DCLG","N",-0.101731601731602,"Cumulative_Perc_net_change","2012Q4","DCLG-N",TRUE,-0.256943269973161,FALSE
"890","DCLG","Y",-0.333333333333333,"Cumulative_Perc_net_change","2013Q1","DCLG-Y",TRUE,-0.256943269973161,FALSE
"894","DCLG","N",-0.0268886043533932,"Cumulative_Perc_net_change","2013Q4","DCLG-N",TRUE,-0.256943269973161,FALSE
"895","DCLG","Departmental Group",-0.0195227765726681,"Cumulative_Perc_net_change","2010Q4","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"900","DCLG","Y",-0.162698412698413,"Cumulative_Perc_net_change","2011Q3","DCLG-Y",TRUE,-0.256943269973161,FALSE
"902","DCLG","N",-0.0524967989756723,"Cumulative_Perc_net_change","2013Q3","DCLG-N",TRUE,-0.256943269973161,FALSE
"903","DCLG","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"915","DCLG","Y",-0.345238095238095,"Cumulative_Perc_net_change","2013Q3","DCLG-Y",TRUE,-0.256943269973161,FALSE
"917","DCLG","N",-0.0909090909090909,"Cumulative_Perc_net_change","2013Q1","DCLG-N",TRUE,-0.256943269973161,FALSE
"920","DCLG","Departmental Group",-0.147505422993492,"Cumulative_Perc_net_change","2011Q2","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"923","DCLG","Y",-0.365079365079365,"Cumulative_Perc_net_change","2013Q2","DCLG-Y",TRUE,-0.256943269973161,FALSE
"924","DCLG","Y",-0.277777777777778,"Cumulative_Perc_net_change","2012Q1","DCLG-Y",TRUE,-0.256943269973161,FALSE
"926","DCLG","N",-0.0909090909090908,"Cumulative_Perc_net_change","2011Q3","DCLG-N",TRUE,-0.256943269973161,FALSE
"935","DCLG","Departmental Group",-0.281815461773222,"Cumulative_Perc_net_change","2013Q2","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"940","DCLG","Y",-0.357142857142857,"Cumulative_Perc_net_change","2014Q1","DCLG-Y",TRUE,-0.256943269973161,FALSE
"941","DCLG","Y",-0.341269841269841,"Cumulative_Perc_net_change","2012Q4","DCLG-Y",TRUE,-0.256943269973161,FALSE
"943","DCLG","Departmental Group",-0.256943269973161,"Cumulative_Perc_net_change","2013Q1","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"948","DCLG","Y",-0.198412698412698,"Cumulative_Perc_net_change","2011Q2","DCLG-Y",TRUE,-0.256943269973161,FALSE
"949","DCLG","Y",-0.333333333333333,"Cumulative_Perc_net_change","2012Q3","DCLG-Y",TRUE,-0.256943269973161,FALSE
"951","DCLG","N",-0.112554112554113,"Cumulative_Perc_net_change","2012Q1","DCLG-N",TRUE,-0.256943269973161,FALSE
"956","DCLG","N",0,"Cumulative_Perc_net_change","2010Q3","DCLG-N",TRUE,-0.256943269973161,FALSE
"960","DCLG","Departmental Group",-0.247616198048138,"Cumulative_Perc_net_change","2013Q4","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"961","DCLG","Departmental Group",-0.262840545608295,"Cumulative_Perc_net_change","2012Q3","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"967","DCLG","N",-0.0268886043533932,"Cumulative_Perc_net_change","2014Q1","DCLG-N",TRUE,-0.256943269973161,FALSE
"968","DCLG","Departmental Group",-0.088937093275488,"Cumulative_Perc_net_change","2011Q1","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"976","DCLG","Departmental Group",-0.221559616162359,"Cumulative_Perc_net_change","2012Q1","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"988","DCLG","Y",-0.341269841269841,"Cumulative_Perc_net_change","2013Q4","DCLG-Y",TRUE,-0.256943269973161,FALSE
"990","DCLG","N",-0.0909090909090909,"Cumulative_Perc_net_change","2013Q2","DCLG-N",TRUE,-0.256943269973161,FALSE
"993","DCLG","Departmental Group",-0.130151843817787,"Cumulative_Perc_net_change","2011Q3","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"1008","DCLG","Departmental Group",-0.256943269973161,"Cumulative_Perc_net_change","2013Q3","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"1021","DCLG","N",-0.0669856459330144,"Cumulative_Perc_net_change","2011Q1","DCLG-N",TRUE,-0.256943269973161,FALSE
"1024","DCLG","Departmental Group",-0.203867789256958,"Cumulative_Perc_net_change","2011Q4","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"1029","DCLG","N",-0.0191387559808612,"Cumulative_Perc_net_change","2010Q4","DCLG-N",TRUE,-0.256943269973161,FALSE
"1033","DCLG","Departmental Group",-0.260052293948169,"Cumulative_Perc_net_change","2014Q1","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"1034","DCLG","Departmental Group",-0.265789183425861,"Cumulative_Perc_net_change","2012Q4","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"1045","DCLG","Departmental Group",-0.251045994338027,"Cumulative_Perc_net_change","2012Q2","DCLG-Departmental Group",TRUE,-0.256943269973161,FALSE
"1099","DCMS","Y",-0.369565217391305,"Cumulative_Perc_net_change","2013Q1","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1119","DCMS","Y",-0.0217391304347827,"Cumulative_Perc_net_change","2012Q2","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1138","DCMS","N",0.0909090909090908,"Cumulative_Perc_net_change","2011Q2","DCMS-N",TRUE,-0.167870657034744,FALSE
"1161","DCMS","N",0,"Cumulative_Perc_net_change","2010Q3","DCMS-N",TRUE,-0.167870657034744,FALSE
"1168","DCMS","Y",-0.240245261984393,"Cumulative_Perc_net_change","2013Q2","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1172","DCMS","Y",0,"Cumulative_Perc_net_change","2010Q3","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1176","DCMS","Y",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q4","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1178","DCMS","N",0.181818181818181,"Cumulative_Perc_net_change","2012Q3","DCMS-N",TRUE,-0.167870657034744,FALSE
"1182","DCMS","Y",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q3","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1185","DCMS","N",-5.55111512312578e-16,"Cumulative_Perc_net_change","2013Q3","DCMS-N",TRUE,-0.167870657034744,FALSE
"1186","DCMS","N",0.0909090909090908,"Cumulative_Perc_net_change","2011Q1","DCMS-N",TRUE,-0.167870657034744,FALSE
"1190","DCMS","Y",0.0652173913043477,"Cumulative_Perc_net_change","2011Q2","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1192","DCMS","Y",0.130434782608695,"Cumulative_Perc_net_change","2012Q3","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1197","DCMS","Y",-0.0217391304347826,"Cumulative_Perc_net_change","2011Q1","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1205","DCMS","Y",0,"Cumulative_Perc_net_change","2010Q4","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1211","DCMS","N",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q3","DCMS-N",TRUE,-0.167870657034744,FALSE
"1217","DCMS","N",-5.55111512312578e-16,"Cumulative_Perc_net_change","2013Q4","DCMS-N",TRUE,-0.167870657034744,FALSE
"1223","DCMS","Y",-0.385730211817169,"Cumulative_Perc_net_change","2014Q1","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1224","DCMS","Y",-0.130434782608696,"Cumulative_Perc_net_change","2012Q4","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1226","DCMS","N",0.181818181818181,"Cumulative_Perc_net_change","2012Q2","DCMS-N",TRUE,-0.167870657034744,FALSE
"1234","DCMS","N",0.0909090909090908,"Cumulative_Perc_net_change","2010Q4","DCMS-N",TRUE,-0.167870657034744,FALSE
"1238","DCMS","Y",-0.224080267558529,"Cumulative_Perc_net_change","2013Q3","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1242","DCMS","N",0.0909090909090904,"Cumulative_Perc_net_change","2013Q1","DCMS-N",TRUE,-0.167870657034744,FALSE
"1246","DCMS","Departmental Group",0.140350877192982,"Cumulative_Perc_net_change","2012Q3","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1249","DCMS","Y",-0.0217391304347827,"Cumulative_Perc_net_change","2012Q1","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1251","DCMS","N",-3.33066907387547e-16,"Cumulative_Perc_net_change","2012Q4","DCMS-N",TRUE,-0.167870657034744,FALSE
"1258","DCMS","Y",-0.385730211817169,"Cumulative_Perc_net_change","2013Q4","DCMS-Y",TRUE,-0.167870657034744,FALSE
"1260","DCMS","Departmental Group",0.0175438596491229,"Cumulative_Perc_net_change","2010Q4","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1268","DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1279","DCMS","Departmental Group",-0.105263157894737,"Cumulative_Perc_net_change","2012Q4","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1283","DCMS","N",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q4","DCMS-N",TRUE,-0.167870657034744,FALSE
"1290","DCMS","N",-0.0909090909090915,"Cumulative_Perc_net_change","2014Q1","DCMS-N",TRUE,-0.167870657034744,FALSE
"1293","DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2011Q1","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1294","DCMS","Departmental Group",0.0175438596491229,"Cumulative_Perc_net_change","2012Q2","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1299","DCMS","Departmental Group",0.0701754385964912,"Cumulative_Perc_net_change","2011Q2","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1300","DCMS","Departmental Group",-0.181974544203646,"Cumulative_Perc_net_change","2013Q2","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1307","DCMS","Departmental Group",-0.280701754385965,"Cumulative_Perc_net_change","2013Q1","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1308","DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2011Q4","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1313","DCMS","Departmental Group",-0.30890952872377,"Cumulative_Perc_net_change","2013Q4","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1315","DCMS","N",-5.55111512312578e-16,"Cumulative_Perc_net_change","2013Q2","DCMS-N",TRUE,-0.167870657034744,FALSE
"1320","DCMS","Departmental Group",-0.167870657034744,"Cumulative_Perc_net_change","2013Q3","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1330","DCMS","N",0.0909090909090906,"Cumulative_Perc_net_change","2012Q1","DCMS-N",TRUE,-0.167870657034744,FALSE
"1337","DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2012Q1","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1339","DCMS","Departmental Group",-0.323013415892673,"Cumulative_Perc_net_change","2014Q1","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1342","DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2011Q3","DCMS-Departmental Group",TRUE,-0.167870657034744,FALSE
"1364","DECC","Y",0,"Cumulative_Perc_net_change","2010Q3","DECC-Y",TRUE,0.477124183006536,FALSE
"1391","DECC","Y",0.276785714285714,"Cumulative_Perc_net_change","2013Q1","DECC-Y",TRUE,0.477124183006536,FALSE
"1393","DECC","Y",0.044642857142857,"Cumulative_Perc_net_change","2011Q2","DECC-Y",TRUE,0.477124183006536,FALSE
"1411","DECC","Y",0.0624999999999998,"Cumulative_Perc_net_change","2011Q3","DECC-Y",TRUE,0.477124183006536,FALSE
"1419","DECC","Y",0.0982142857142856,"Cumulative_Perc_net_change","2011Q4","DECC-Y",TRUE,0.477124183006536,FALSE
"1424","DECC","Y",0.0089285714285714,"Cumulative_Perc_net_change","2010Q4","DECC-Y",TRUE,0.477124183006536,FALSE
"1433","DECC","Y",0.401785714285715,"Cumulative_Perc_net_change","2013Q4","DECC-Y",TRUE,0.477124183006536,FALSE
"1438","DECC","Y",0.375,"Cumulative_Perc_net_change","2014Q1","DECC-Y",TRUE,0.477124183006536,FALSE
"1440","DECC","Y",0.0267857142857142,"Cumulative_Perc_net_change","2011Q1","DECC-Y",TRUE,0.477124183006536,FALSE
"1451","DECC","Y",0.321428571428572,"Cumulative_Perc_net_change","2013Q2","DECC-Y",TRUE,0.477124183006536,FALSE
"1461","DECC","N",0.121951219512195,"Cumulative_Perc_net_change","2011Q2","DECC-N",TRUE,0.477124183006536,FALSE
"1480","DECC","Y",0.339285714285715,"Cumulative_Perc_net_change","2013Q3","DECC-Y",TRUE,0.477124183006536,FALSE
"1492","DECC","Y",0.151785714285714,"Cumulative_Perc_net_change","2012Q1","DECC-Y",TRUE,0.477124183006536,FALSE
"1502","DECC","N",0.902439024390244,"Cumulative_Perc_net_change","2013Q4","DECC-N",TRUE,0.477124183006536,FALSE
"1506","DECC","Y",0.241071428571429,"Cumulative_Perc_net_change","2012Q4","DECC-Y",TRUE,0.477124183006536,FALSE
"1509","DECC","N",0.0731707317073171,"Cumulative_Perc_net_change","2011Q1","DECC-N",TRUE,0.477124183006536,FALSE
"1512","DECC","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DECC-Departmental Group",TRUE,0.477124183006536,FALSE
"1514","DECC","Y",0.223214285714286,"Cumulative_Perc_net_change","2012Q3","DECC-Y",TRUE,0.477124183006536,FALSE
"1517","DECC","Departmental Group",0.0653594771241828,"Cumulative_Perc_net_change","2011Q2","DECC-Departmental Group",TRUE,0.477124183006536,FALSE
"1523","DECC","Departmental Group",0.117647058823529,"Cumulative_Perc_net_change","2011Q3","DECC-Departmental Group",TRUE,0.477124183006536,FALSE
"1524","DECC","Departmental Group",0.333333333333333,"Cumulative_Perc_net_change","2012Q4","DECC-Departmental Group",TRUE,0.477124183006536,FALSE
"1527","DECC","N",0,"Cumulative_Perc_net_change","2010Q3","DECC-N",TRUE,0.477124183006536,FALSE
"1530","DECC","N",0.51219512195122,"Cumulative_Perc_net_change","2012Q3","DECC-N",TRUE,0.477124183006536,FALSE
"1534","DECC","N",0.268292682926829,"Cumulative_Perc_net_change","2011Q3","DECC-N",TRUE,0.477124183006536,FALSE
"1538","DECC","Departmental Group",0.0392156862745097,"Cumulative_Perc_net_change","2011Q1","DECC-Departmental Group",TRUE,0.477124183006536,FALSE
